Question,Products_name
"6 разных пицц, разные названия","[""Ветчина и сыр Medium"",""Маргарита Medium"",""Пепперони Фреш Medium"",""Песто Small"",""Ветчина и грибы Medium"",""Цыпленок ранч Medium""]"
6 салатов и несколько пицц на 4 человека с курицей и томатами черри,"[""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Двойной цыпленок Medium"",""Двойной цыпленок Medium""]"
6 different pizzas with pepperoni,"[""Пепперони Фреш Medium"",""Пепперони Medium"",""Двойная пепперони Medium"",""Четыре сезона"",""Мясная Medium"",""Домашняя Medium""]"
"6 different pizzas, different names","[""Ветчина и сыр Medium"",""Маргарита Medium"",""Пепперони Фреш Medium"",""Песто Small"",""Ветчина и грибы Medium"",""Цыпленок ранч Medium""]"
6 salads and several pizzas for 4 with chicken and cherry tomatoes,"[""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Салат Цезарь со смесью сыров (трекинг)"",""Двойной цыпленок Medium"",""Двойной цыпленок Medium""]"
7 пицц,"[""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium""]"
7 пицц,"[""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium""]"
"7 пицц, две из них без мяса","[""Четыре сезона  Medium"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium""]"
7 разных пицц среднего размера,"[""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium"",""Пепперони Фреш Medium"",""Сырная Medium""]"
7 different medium sized pizzas,"[""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium"",""Пепперони Фреш Medium"",""Сырная Medium""]"
7 pizzas,"[""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium""]"
7 pizzas,"[""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium""]"
"7 pizzas, two of them without meat","[""Четыре сезона  Medium"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium""]"
8 додстеров,"[""Додстер"",""Додстер Карри"",""Додстер Песто"",""Додстер с ветчиной "",""Острый Додстер"",""Супермясной Додстер"",""Додстер"",""Додстер Карри""]"
8 человек хотим только пиццы,"[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium""]"
8 dodsters,"[""Додстер"",""Додстер Карри"",""Додстер Песто"",""Додстер с ветчиной "",""Острый Додстер"",""Супермясной Додстер"",""Додстер"",""Додстер Карри""]"
8 people only want pizza,"[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium""]"
Айс Капучино (NEW) (фризер) 0.3,"[""Айс Капучино (NEW) (фризер) 0.3""]"
Айс Капучино (NEW) 0.3,"[""Айс Капучино (NEW) 0.3""]"
акция в которой 3 пиццы от 799 ₽,"[""Пепперони Фреш Small"",""Сырная Small"",""Чоризо фреш Small""]"
акция: два кофе со скидкой,"[""Кофе Капучино 0.4"",""Кофе Капучино 0.4""]"
ананасово-брусничные палочки,"[""Слоеные палочки с ананасами и брусникой 8.0""]"
ананасово-шоколадные палочки,"[""Слоеные палочки с ананасами и шоколадным соусом 8.0""]"
Апельсиновый фреш 0.3,"[""Апельсиновый фреш 0.3""]"
арива и две закуски с остротой,"[""Аррива! Small"",""Додстер"",""Острый Додстер""]"
ариву и какую-нибудь необычную пиццу ,"[""Аррива! Medium"",""Четыре сезона  Medium""]"
Аррива! Large,"[""Аррива! Large""]"
Аррива! Medium,"[""Аррива! Medium""]"
Аррива! Small,"[""Аррива! Small""]"
Баварская Large,"[""Баварская Large""]"
Баварская Medium,"[""Баварская Medium""]"
Баварская Small,"[""Баварская Small""]"
банановое мороженое не в вафельном стаканчике,"[""Мороженое в стаканчике с банановым топпингом""]"
Банановый коктейль (фризер) 0.3,"[""Банановый коктейль (фризер) 0.3""]"
Банановый коктейль 0.3,"[""Банановый коктейль 0.3""]"
банановый чизкейк,"[""Чизкейк Банановый с шоколадным печеньем 100.0""]"
барбекю комбо,"[""Барбекю соус Додо"",""Колбаски барбекю Medium""]"
Барбекю соус Додо,"[""Барбекю соус Додо""]"
без глютена,"[""Ланчбокс с куриными кусочками"",""Сырный соус Додо"",""Сырный цыпленок Small""]"
"Без мяса, полегче","[""Овощи и грибы Small""]"
Бекон BBQ Римская (4 кусочка) Small,"[""Бекон BBQ Римская (4 кусочка) Small""]"
Бекон BBQ Римская (кусочки) Medium,"[""Бекон BBQ Римская (кусочки) Medium""]"
бодрящий напиток латте 0.4,"[""Кофе Латте 0.4""]"
большая кока кола и от шефа с говядиной маленькую,"[""Добрый Кола Big"",""Пицца от шефа Small""]"
